,Date,Province,Vaccine dose 1,Booster vaccine 2,Booster vaccine 3,Booster vaccine 4,Total vaccine,Vaccine coverage dose 1,Vaccine coverage booster 2,Vaccine coverage booster 3,Vaccine coverage booster 4,Cases,Deaths,Hospitalizations,ICU,Tests Completed,Deaths
20,2021-01-03,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.0,0.0,0.0,0.0,5925.0,0.0
21,2021-01-04,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,45.0,-23.0,0.0,6054.0,45.0
22,2021-01-05,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.0,8.0,16.0,1.0,9020.0,8.0
23,2021-01-06,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0,8.0,14.0,1.0,8962.0,8.0
24,2021-01-07,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,8.0,-9.0,-4.0,9330.0,8.0
25,2021-01-08,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.0,18.0,-14.0,1.0,8525.0,18.0
26,2021-01-09,BC,35545.0,35.0,0.0,0.0,35580.0,0.7,0.0,0.0,0.0,531.0,0.0,0.0,0.0,9564.0,0.0
27,2021-01-10,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,0.0,0.0,0.0,5719.0,0.0
28,2021-01-11,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,22.0,0.0,-3.0,5883.0,22.0
29,2021-01-12,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0,9.0,10.0,0.0,9118.0,9.0
30,2021-01-13,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,12.0,-8.0,4.0,9414.0,12.0
31,2021-01-14,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,7.0,2.0,-2.0,9821.0,7.0
32,2021-01-15,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0,9.0,-13.0,-6.0,9181.0,9.0
33,2021-01-16,BC,29500.0,12.0,0.0,0.0,29512.0,0.5,0.0,0.0,0.0,460.0,0.0,0.0,0.0,10621.0,0.0
34,2021-01-17,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0,0.0,5636.0,0.0
35,2021-01-18,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,31.0,-6.0,0.0,5152.0,31.0
36,2021-01-19,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,12.0,-14.0,2.0,10542.0,12.0
37,2021-01-20,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,14.0,-9.0,-4.0,8942.0,14.0
38,2021-01-21,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,15.0,-11.0,2.0,9542.0,15.0
39,2021-01-22,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,9.0,6.0,6.0,10297.0,9.0
40,2021-01-23,BC,28437.0,3313.0,0.0,0.0,31750.0,0.6,0.1,0.0,0.0,494.0,0.0,0.0,0.0,10545.0,0.0
41,2021-01-24,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,0.0,0.0,0.0,5926.0,0.0
42,2021-01-25,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,26.0,13.0,-6.0,5226.0,26.0
43,2021-01-26,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.0,14.0,-15.0,3.0,11739.0,14.0
44,2021-01-27,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.0,4.0,-10.0,3.0,10027.0,4.0
45,2021-01-28,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.0,12.0,-12.0,1.0,11764.0,12.0
46,2021-01-29,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,5.0,1.0,-1.0,9641.0,5.0
47,2021-01-30,BC,17351.0,1232.0,0.0,0.0,18583.0,0.3,0.0,0.0,0.0,478.0,0.0,0.0,0.0,8911.0,0.0
