"Date","Agegroup","At least one dose_cumulative","Second_dose_cumulative","fully_vaccinated_cumulative","third_dose_cumulative","Total population","Percent_at_least_one_dose","Percent_fully_vaccinated","Percent_3doses"
2022-11-06,"70-79yrs",1196425,0,1181655,1054470,1181151,.9999,.9999,.8927
2022-11-06,"80+",690116,0,681355,623446,674976,.9999,.9999,.9237
2022-11-06,"Adults_18plus",11289218,0,11027929,7372905,12076175,.9348,.9132,.6105
2022-11-06,"Ontario_12plus",12091743,0,11786423,7559705,13038032,.9274,.9040,.5798
2022-11-06,"Ontario_5plus",12628046,0,12194018,7603423,14113455,.8948,.8640,.5387
2022-11-06,"Undisclosed_or_missing",1567,0,430,40,0,.0000,.0000,.0000
2022-11-07,"05-11yrs",536342,0,407675,44012,1075423,.4987,.3791,.0409
2022-11-07,"12-17yrs",802532,0,758501,186982,961857,.8344,.7886,.1944
2022-11-07,"18-29yrs",2190527,0,2107381,975037,2454802,.8923,.8585,.3972
2022-11-07,"30-39yrs",1894598,0,1836577,997153,2077137,.9121,.8842,.4801
2022-11-07,"40-49yrs",1704399,0,1666945,1024442,1855340,.9186,.8985,.5522
2022-11-07,"50-59yrs",1829452,0,1797816,1268141,2019276,.9060,.8903,.6280
2022-11-07,"60-69yrs",1783773,0,1756198,1430551,1813493,.9836,.9684,.7888
2022-11-07,"70-79yrs",1196391,0,1181611,1054443,1181151,.9999,.9999,.8927
2022-11-07,"80+",689972,0,681209,623332,674976,.9999,.9999,.9235
2022-11-07,"Adults_18plus",11289112,0,11027737,7373099,12076175,.9348,.9132,.6105
2022-11-07,"Ontario_12plus",12091644,0,11786238,7560081,13038032,.9274,.9040,.5798
2022-11-07,"Ontario_5plus",12627986,0,12193913,7604093,14113455,.8947,.8640,.5388
2022-11-07,"Undisclosed_or_missing",1567,0,430,40,0,.0000,.0000,.0000
2022-11-08,"05-11yrs",536400,0,407784,44274,1075423,.4988,.3792,.0412
2022-11-08,"12-17yrs",802541,0,758519,187236,961857,.8344,.7886,.1947
2022-11-08,"18-29yrs",2190599,0,2107412,975266,2454802,.8924,.8585,.3973
2022-11-08,"30-39yrs",1894640,0,1836605,997338,2077137,.9121,.8842,.4802
2022-11-08,"40-49yrs",1704434,0,1666949,1024574,1855340,.9187,.8985,.5522
2022-11-08,"50-59yrs",1829473,0,1797814,1268298,2019276,.9060,.8903,.6281
2022-11-08,"60-69yrs",1783784,0,1756180,1430756,1813493,.9836,.9684,.7890
2022-11-08,"70-79yrs",1196363,0,1181559,1054477,1181151,.9999,.9999,.8928
2022-11-08,"80+",689838,0,681065,623232,674976,.9999,.9999,.9233
2022-11-08,"Adults_18plus",11289131,0,11027584,7373941,12076175,.9348,.9132,.6106
2022-11-08,"Ontario_12plus",12091672,0,11786103,7561177,13038032,.9274,.9040,.5799
2022-11-08,"Ontario_5plus",12628072,0,12193887,7605451,14113455,.8948,.8640,.5389
2022-11-08,"Undisclosed_or_missing",1567,0,430,40,0,.0000,.0000,.0000
2022-11-09,"05-11yrs",536458,0,407901,44619,1075423,.4988,.3793,.0415
2022-11-09,"12-17yrs",802558,0,758551,187513,961857,.8344,.7886,.1949
2022-11-09,"18-29yrs",2190687,0,2107450,975527,2454802,.8924,.8585,.3974
2022-11-09,"30-39yrs",1894719,0,1836650,997558,2077137,.9122,.8842,.4803
2022-11-09,"40-49yrs",1704465,0,1666960,1024737,1855340,.9187,.8985,.5523
2022-11-09,"50-59yrs",1829489,0,1797822,1268507,2019276,.9060,.8903,.6282
2022-11-09,"60-69yrs",1783799,0,1756174,1431003,1813493,.9836,.9684,.7891
2022-11-09,"70-79yrs",1196310,0,1181507,1054544,1181151,.9999,.9999,.8928
2022-11-09,"80+",689706,0,680922,623165,674976,.9999,.9999,.9232
2022-11-09,"Adults_18plus",11289175,0,11027485,7375041,12076175,.9348,.9132,.6107
2022-11-09,"Ontario_12plus",12091733,0,11786036,7562554,13038032,.9274,.9040,.5800
2022-11-09,"Ontario_5plus",12628191,0,12193937,7607173,14113455,.8948,.8640,.5390
2022-11-09,"Undisclosed_or_missing",1567,0,430,40,0,.0000,.0000,.0000
2022-11-10,"05-11yrs",536516,0,408040,45015,1075423,.4989,.3794,.0419
2022-11-10,"12-17yrs",802570,0,758574,187792,961857,.8344,.7887,.1952
2022-11-10,"18-29yrs",2190794,0,2107486,975783,2454802,.8925,.8585,.3975
2022-11-10,"30-39yrs",1894790,0,1836677,997756,2077137,.9122,.8842,.4804
2022-11-10,"40-49yrs",1704504,0,1666980,1024899,1855340,.9187,.8985,.5524
2022-11-10,"50-59yrs",1829527,0,1797824,1268720,2019276,.9060,.8903,.6283
2022-11-10,"60-69yrs",1783807,0,1756155,1431197,1813493,.9836,.9684,.7892
2022-11-10,"70-79yrs",1196293,0,1181466,1054614,1181151,.9999,.9999,.8929
2022-11-10,"80+",689558,0,680764,623071,674976,.9999,.9999,.9231
2022-11-10,"Adults_18plus",11289273,0,11027352,7376040,12076175,.9348,.9131,.6108
2022-11-10,"Ontario_12plus",12091843,0,11785926,7563832,13038032,.9274,.9040,.5801
2022-11-10,"Ontario_5plus",12628359,0,12193966,7608847,14113455,.8948,.8640,.5391
2022-11-10,"Undisclosed_or_missing",1567,0,430,40,0,.0000,.0000,.0000
2022-11-11,"05-11yrs",536590,0,408190,45409,1075423,.4990,.3796,.0422
2022-11-11,"12-17yrs",802583,0,758602,188113,961857,.8344,.7887,.1956
2022-11-11,"18-29yrs",2190883,0,2107519,976033,2454802,.8925,.8585,.3976
2022-11-11,"30-39yrs",1894861,0,1836710,997986,2077137,.9122,.8843,.4805
2022-11-11,"40-49yrs",1704545,0,1667000,1025099,1855340,.9187,.8985,.5525
2022-11-11,"50-59yrs",1829544,0,1797822,1268992,2019276,.9060,.8903,.6284
2022-11-11,"60-69yrs",1783812,0,1756130,1431461,1813493,.9836,.9684,.7893
2022-11-11,"70-79yrs",1196251,0,1181426,1054709,1181151,.9999,.9999,.8930
2022-11-11,"80+",689418,0,680631,623005,674976,.9999,.9999,.9230
2022-11-11,"Adults_18plus",11289314,0,11027238,7377285,12076175,.9348,.9131,.6109
2022-11-11,"Ontario_12plus",12091897,0,11785840,7565398,13038032,.9274,.9040,.5803
2022-11-11,"Ontario_5plus",12628487,0,12194030,7610807,14113455,.8948,.8640,.5393
2022-11-11,"Undisclosed_or_missing",1567,0,430,40,0,.0000,.0000,.0000
2022-11-12,"05-11yrs",536686,0,408360,45882,1075423,.4990,.3797,.0427
2022-11-12,"12-17yrs",802597,0,758624,188468,961857,.8344,.7887,.1959
2022-11-12,"18-29yrs",2190995,0,2107561,976333,2454802,.8925,.8585,.3977
2022-11-12,"30-39yrs",1894926,0,1836739,998224,2077137,.9123,.8843,.4806
2022-11-12,"40-49yrs",1704580,0,1667015,1025264,1855340,.9187,.8985,.5526
2022-11-12,"50-59yrs",1829566,0,1797828,1269269,2019276,.9061,.8903,.6286
2022-11-12,"60-69yrs",1783803,0,1756099,1431629,1813493,.9836,.9684,.7894
2022-11-12,"70-79yrs",1196207,0,1181369,1054733,1181151,.9999,.9999,.8930
2022-11-12,"80+",689273,0,680491,622927,674976,.9999,.9999,.9229
2022-11-12,"Adults_18plus",11289350,0,11027102,7378379,12076175,.9348,.9131,.6110
2022-11-12,"Ontario_12plus",12091947,0,11785726,7566847,13038032,.9274,.9039,.5804
2022-11-12,"Ontario_5plus",12628633,0,12194086,7612729,14113455,.8948,.8640,.5394
2022-11-12,"Undisclosed_or_missing",1567,0,430,40,0,.0000,.0000,.0000
2022-11-13,"05-11yrs",536817,0,408658,46769,1075423,.4992,.3800,.0435
2022-11-13,"12-17yrs",802613,0,758664,188964,961857,.8344,.7887,.1965
2022-11-13,"18-29yrs",2191046,0,2107591,976533,2454802,.8926,.8586,.3978
2022-11-13,"30-39yrs",1894980,0,1836756,998410,2077137,.9123,.8843,.4807
2022-11-13,"40-49yrs",1704602,0,1667030,1025397,1855340,.9188,.8985,.5527
2022-11-13,"50-59yrs",1829586,0,1797830,1269432,2019276,.9061,.8903,.6287
2022-11-13,"60-69yrs",1783790,0,1756067,1431717,1813493,.9836,.9683,.7895
2022-11-13,"70-79yrs",1196167,0,1181330,1054742,1181151,.9999,.9999,.8930
2022-11-13,"80+",689122,0,680340,622807,674976,.9999,.9999,.9227
2022-11-13,"Adults_18plus",11289293,0,11026944,7379038,12076175,.9348,.9131,.6110
2022-11-13,"Ontario_12plus",12091906,0,11785608,7568002,13038032,.9274,.9039,.5805
2022-11-13,"Ontario_5plus",12628723,0,12194266,7614771,14113455,.8948,.8640,.5395
2022-11-13,"Undisclosed_or_missing",1567,0,430,40,0,.0000,.0000,.0000
2022-11-14,"05-11yrs",536859,0,408728,47110,1075423,.4992,.3801,.0438
2022-11-14,"12-17yrs",802616,0,758670,189175,961857,.8344,.7888,.1967
2022-11-14,"18-29yrs",2191074,0,2107606,976658,2454802,.8926,.8586,.3979
2022-11-14,"30-39yrs",1895007,0,1836763,998502,2077137,.9123,.8843,.4807
2022-11-14,"40-49yrs",1704616,0,1667031,1025471,1855340,.9188,.8985,.5527
2022-11-14,"50-59yrs",1829587,0,1797813,1269503,2019276,.9061,.8903,.6287
2022-11-14,"60-69yrs",1783777,0,1756041,1431738,1813493,.9836,.9683,.7895
2022-11-14,"70-79yrs",1196119,0,1181281,1054727,1181151,.9999,.9999,.8930
2022-11-14,"80+",688971,0,680188,622676,674976,.9999,.9999,.9225
2022-11-14,"Adults_18plus",11289151,0,11026723,7379275,12076175,.9348,.9131,.6111
2022-11-14,"Ontario_12plus",12091767,0,11785393,7568450,13038032,.9274,.9039,.5805
2022-11-14,"Ontario_5plus",12628626,0,12194121,7615560,14113455,.8948,.8640,.5396
2022-11-14,"Undisclosed_or_missing",1567,0,430,40,0,.0000,.0000,.0000
2022-11-15,"05-11yrs",536898,0,408801,47352,1075423,.4992,.3801,.0440
2022-11-15,"12-17yrs",802626,0,758689,189440,961857,.8345,.7888,.1970
2022-11-15,"18-29yrs",2191164,0,2107647,976911,2454802,.8926,.8586,.3980
2022-11-15,"30-39yrs",1895067,0,1836798,998685,2077137,.9123,.8843,.4808
2022-11-15,"40-49yrs",1704646,0,1667046,1025640,1855340,.9188,.8985,.5528
2022-11-15,"50-59yrs",1829605,0,1797814,1269732,2019276,.9061,.8903,.6288
2022-11-15,"60-69yrs",1783790,0,1756037,1431916,1813493,.9836,.9683,.7896
2022-11-15,"70-79yrs",1196071,0,1181219,1054756,1181151,.9999,.9999,.8930
2022-11-15,"80+",688792,0,680010,622542,674976,.9999,.9999,.9223
2022-11-15,"Adults_18plus",11289135,0,11026571,7380182,12076175,.9348,.9131,.6111
2022-11-15,"Ontario_12plus",12091761,0,11785260,7569622,13038032,.9274,.9039,.5806
2022-11-15,"Ontario_5plus",12628659,0,12194061,7616974,14113455,.8948,.8640,.5397
2022-11-15,"Undisclosed_or_missing",1567,0,430,40,0,.0000,.0000,.0000
2022-11-16,"05-11yrs",537008,0,408939,47836,1075423,.4993,.3803,.0445
2022-11-16,"12-17yrs",802646,0,758712,189809,961857,.8345,.7888,.1973
2022-11-16,"18-29yrs",2191282,0,2107687,977208,2454802,.8927,.8586,.3981
2022-11-16,"30-39yrs",1895167,0,1836828,998912,2077137,.9124,.8843,.4809
2022-11-16,"40-49yrs",1704688,0,1667067,1025827,1855340,.9188,.8985,.5529
2022-11-16,"50-59yrs",1829634,0,1797822,1270053,2019276,.9061,.8903,.6290
2022-11-16,"60-69yrs",1783787,0,1756032,1432153,1813493,.9836,.9683,.7897
2022-11-16,"70-79yrs",1196043,0,1181179,1054842,1181151,.9999,.9999,.8931
2022-11-16,"80+",688659,0,679871,622476,674976,.9999,.9999,.9222
2022-11-16,"Adults_18plus",11289260,0,11026486,7381471,12076175,.9348,.9131,.6112
2022-11-16,"Ontario_12plus",12091906,0,11785198,7571280,13038032,.9274,.9039,.5807
2022-11-16,"Ontario_5plus",12628914,0,12194137,7619116,14113455,.8948,.8640,.5398
2022-11-16,"Undisclosed_or_missing",1567,0,430,40,0,.0000,.0000,.0000
2022-11-17,"05-11yrs",537088,0,409120,48309,1075423,.4994,.3804,.0449
2022-11-17,"12-17yrs",802666,0,758733,190184,961857,.8345,.7888,.1977
2022-11-17,"18-29yrs",2191386,0,2107723,977514,2454802,.8927,.8586,.3982
2022-11-17,"30-39yrs",1895239,0,1836843,999156,2077137,.9124,.8843,.4810
2022-11-17,"40-49yrs",1704717,0,1667085,1025993,1855340,.9188,.8985,.5530
2022-11-17,"50-59yrs",1829653,0,1797826,1270323,2019276,.9061,.8903,.6291
2022-11-17,"60-69yrs",1783788,0,1756014,1432345,1813493,.9836,.9683,.7898
2022-11-17,"70-79yrs",1195996,0,1181125,1054877,1181151,.9999,1.000,.8931
2022-11-17,"80+",688498,0,679709,622385,674976,.9999,.9999,.9221
2022-11-17,"Adults_18plus",11289277,0,11026325,7382593,12076175,.9348,.9131,.6113
2022-11-17,"Ontario_12plus",12091943,0,11785058,7572777,13038032,.9274,.9039,.5808
2022-11-17,"Ontario_5plus",12629031,0,12194178,7621086,14113455,.8948,.8640,.5400
2022-11-17,"Undisclosed_or_missing",1567,0,430,40,0,.0000,.0000,.0000
2022-11-18,"05-11yrs",537191,0,409274,48766,1075423,.4995,.3806,.0453
2022-11-18,"12-17yrs",802688,0,758764,190603,961857,.8345,.7889,.1982
2022-11-18,"18-29yrs",2191484,0,2107761,977802,2454802,.8927,.8586,.3983
2022-11-18,"30-39yrs",1895326,0,1836865,999422,2077137,.9125,.8843,.4812
2022-11-18,"40-49yrs",1704752,0,1667106,1026177,1855340,.9188,.8985,.5531
2022-11-18,"50-59yrs",1829685,0,1797830,1270556,2019276,.9061,.8903,.6292
2022-11-18,"60-69yrs",1783787,0,1755975,1432543,1813493,.9836,.9683,.7899
2022-11-18,"70-79yrs",1195975,0,1181084,1054978,1181151,.9999,.9999,.8932
2022-11-18,"80+",688335,0,679547,622288,674976,.9999,.9999,.9219
2022-11-18,"Adults_18plus",11289344,0,11026168,7383766,12076175,.9348,.9131,.6114
2022-11-18,"Ontario_12plus",12092032,0,11784932,7574369,13038032,.9274,.9039,.5809
2022-11-18,"Ontario_5plus",12629223,0,12194206,7623135,14113455,.8948,.8640,.5401
2022-11-18,"Undisclosed_or_missing",1567,0,430,40,0,.0000,.0000,.0000
2022-11-19,"05-11yrs",537373,0,409592,49759,1075423,.4997,.3809,.0463
2022-11-19,"12-17yrs",802725,0,758798,191209,961857,.8346,.7889,.1988
2022-11-19,"18-29yrs",2191596,0,2107812,978093,2454802,.8928,.8586,.3984
2022-11-19,"30-39yrs",1895406,0,1836907,999674,2077137,.9125,.8843,.4813
2022-11-19,"40-49yrs",1704799,0,1667131,1026402,1855340,.9189,.8986,.5532
2022-11-19,"50-59yrs",1829722,0,1797833,1270845,2019276,.9061,.8903,.6294
2022-11-19,"60-69yrs",1783788,0,1755955,1432757,1813493,.9836,.9683,.7901
2022-11-19,"70-79yrs",1195932,0,1181036,1055009,1181151,.9999,.9999,.8932
2022-11-19,"80+",688173,0,679385,622190,674976,.9999,.9999,.9218
2022-11-19,"Adults_18plus",11289416,0,11026059,7384970,12076175,.9349,.9130,.6115
2022-11-19,"Ontario_12plus",12092141,0,11784857,7576179,13038032,.9275,.9039,.5811
2022-11-19,"Ontario_5plus",12629514,0,12194449,7625938,14113455,.8949,.8640,.5403
2022-11-19,"Undisclosed_or_missing",1567,0,430,40,0,.0000,.0000,.0000
2022-11-20,"05-11yrs",537514,0,409868,50664,1075423,.4998,.3811,.0471
2022-11-20,"12-17yrs",802746,0,758838,191746,961857,.8346,.7889,.1993
2022-11-20,"18-29yrs",2191637,0,2107837,978315,2454802,.8928,.8587,.3985
2022-11-20,"30-39yrs",1895453,0,1836927,999863,2077137,.9125,.8844,.4814
2022-11-20,"40-49yrs",1704822,0,1667140,1026561,1855340,.9189,.8986,.5533
2022-11-20,"50-59yrs",1829734,0,1797830,1271034,2019276,.9061,.8903,.6295
2022-11-20,"60-69yrs",1783793,0,1755944,1432877,1813493,.9836,.9683,.7901
2022-11-20,"70-79yrs",1195887,0,1180983,1055008,1181151,.9999,.9999,.8932
2022-11-20,"80+",688057,0,679270,622112,674976,.9999,.9999,.9217
2022-11-20,"Adults_18plus",11289383,0,11025931,7385770,12076175,.9348,.9130,.6116
2022-11-20,"Ontario_12plus",12092129,0,11784769,7577516,13038032,.9275,.9039,.5812
2022-11-20,"Ontario_5plus",12629643,0,12194637,7628180,14113455,.8949,.8640,.5405
2022-11-20,"Undisclosed_or_missing",1567,0,430,40,0,.0000,.0000,.0000
2022-11-21,"05-11yrs",537553,0,409941,50991,1075423,.4999,.3812,.0474
2022-11-21,"12-17yrs",802754,0,758849,191978,961857,.8346,.7889,.1996
2022-11-21,"18-29yrs",2191658,0,2107848,978419,2454802,.8928,.8587,.3986
2022-11-21,"30-39yrs",1895480,0,1836937,999951,2077137,.9125,.8844,.4814
2022-11-21,"40-49yrs",1704825,0,1667141,1026627,1855340,.9189,.8986,.5533
2022-11-21,"50-59yrs",1829729,0,1797817,1271110,2019276,.9061,.8903,.6295
2022-11-21,"60-69yrs",1783772,0,1755915,1432897,1813493,.9836,.9683,.7901
2022-11-21,"70-79yrs",1195860,0,1180945,1054988,1181151,.9999,.9998,.8932
2022-11-21,"80+",687923,0,679138,622002,674976,.9999,.9999,.9215
2022-11-21,"Adults_18plus",11289247,0,11025741,7385994,12076175,.9348,.9130,.6116
2022-11-21,"Ontario_12plus",12092001,0,11784590,7577972,13038032,.9274,.9039,.5812
2022-11-21,"Ontario_5plus",12629554,0,12194531,7628963,14113455,.8949,.8640,.5405
2022-11-21,"Undisclosed_or_missing",1567,0,430,40,0,.0000,.0000,.0000
2022-11-22,"05-11yrs",537613,0,410043,51232,1075423,.4999,.3813,.0476
2022-11-22,"12-17yrs",802762,0,758870,192240,961857,.8346,.7890,.1999
2022-11-22,"18-29yrs",2191740,0,2107878,978628,2454802,.8928,.8587,.3987
2022-11-22,"30-39yrs",1895541,0,1836967,1000157,2077137,.9126,.8844,.4815
2022-11-22,"40-49yrs",1704860,0,1667159,1026767,1855340,.9189,.8986,.5534
2022-11-22,"50-59yrs",1829753,0,1797823,1271275,2019276,.9061,.8903,.6296
2022-11-22,"60-69yrs",1783771,0,1755898,1433017,1813493,.9836,.9682,.7902
2022-11-22,"70-79yrs",1195803,0,1180882,1055009,1181151,.9999,.9998,.8932
2022-11-22,"80+",687754,0,678967,621876,674976,.9999,.9999,.9213
2022-11-22,"Adults_18plus",11289222,0,11025574,7386729,12076175,.9348,.9130,.6117
2022-11-22,"Ontario_12plus",12091984,0,11784444,7578969,13038032,.9274,.9039,.5813
2022-11-22,"Ontario_5plus",12629597,0,12194487,7630201,14113455,.8949,.8640,.5406
2022-11-22,"Undisclosed_or_missing",1567,0,430,40,0,.0000,.0000,.0000
2022-11-23,"05-11yrs",537698,0,410236,51706,1075423,.5000,.3815,.0481
2022-11-23,"12-17yrs",802780,0,758911,192575,961857,.8346,.7890,.2002
2022-11-23,"18-29yrs",2191838,0,2107938,978915,2454802,.8929,.8587,.3988
2022-11-23,"30-39yrs",1895620,0,1837002,1000370,2077137,.9126,.8844,.4816
2022-11-23,"40-49yrs",1704888,0,1667172,1026924,1855340,.9189,.8986,.5535
2022-11-23,"50-59yrs",1829765,0,1797818,1271494,2019276,.9061,.8903,.6297
2022-11-23,"60-69yrs",1783788,0,1755886,1433203,1813493,.9836,.9682,.7903
2022-11-23,"70-79yrs",1195762,0,1180825,1055036,1181151,.9999,.9997,.8932
2022-11-23,"80+",687600,0,678814,621791,674976,.9999,.9999,.9212
2022-11-23,"Adults_18plus",11289261,0,11025455,7387733,12076175,.9348,.9130,.6118
2022-11-23,"Ontario_12plus",12092041,0,11784366,7580308,13038032,.9274,.9038,.5814
2022-11-23,"Ontario_5plus",12629739,0,12194602,7632014,14113455,.8949,.8640,.5408
2022-11-23,"Undisclosed_or_missing",1567,0,430,40,0,.0000,.0000,.0000
2022-11-24,"05-11yrs",537774,0,410451,52189,1075423,.5001,.3817,.0485
2022-11-24,"12-17yrs",802793,0,758939,192912,961857,.8346,.7890,.2006
2022-11-24,"18-29yrs",2191915,0,2107992,979179,2454802,.8929,.8587,.3989
2022-11-24,"30-39yrs",1895693,0,1837030,1000628,2077137,.9126,.8844,.4817
2022-11-24,"40-49yrs",1704931,0,1667185,1027098,1855340,.9189,.8986,.5536
2022-11-24,"50-59yrs",1829786,0,1797821,1271721,2019276,.9062,.8903,.6298
2022-11-24,"60-69yrs",1783794,0,1755867,1433364,1813493,.9836,.9682,.7904
2022-11-24,"70-79yrs",1195714,0,1180767,1055063,1181151,.9999,.9997,.8932
2022-11-24,"80+",687458,0,678667,621701,674976,.9999,.9999,.9211
2022-11-24,"Adults_18plus",11289291,0,11025329,7388754,12076175,.9348,.9130,.6118
2022-11-24,"Ontario_12plus",12092084,0,11784268,7581666,13038032,.9274,.9038,.5815
2022-11-24,"Ontario_5plus",12629858,0,12194719,7633855,14113455,.8949,.8640,.5409
2022-11-24,"Undisclosed_or_missing",1567,0,430,40,0,.0000,.0000,.0000
2022-11-25,"05-11yrs",537853,0,410677,52631,1075423,.5001,.3819,.0489
2022-11-25,"12-17yrs",802811,0,758961,193251,961857,.8346,.7891,.2009
2022-11-25,"18-29yrs",2192042,0,2108031,979465,2454802,.8930,.8587,.3990
2022-11-25,"30-39yrs",1895754,0,1837050,1000849,2077137,.9127,.8844,.4818
2022-11-25,"40-49yrs",1704972,0,1667203,1027235,1855340,.9190,.8986,.5537
2022-11-25,"50-59yrs",1829801,0,1797830,1271905,2019276,.9062,.8903,.6299
2022-11-25,"60-69yrs",1783807,0,1755854,1433521,1813493,.9836,.9682,.7905
2022-11-25,"70-79yrs",1195688,0,1180728,1055120,1181151,.9999,.9996,.8933
2022-11-25,"80+",687315,0,678521,621597,674976,.9999,.9999,.9209
2022-11-25,"Adults_18plus",11289379,0,11025217,7389692,12076175,.9348,.9130,.6119
2022-11-25,"Ontario_12plus",12092190,0,11784178,7582943,13038032,.9275,.9038,.5816
2022-11-25,"Ontario_5plus",12630043,0,12194855,7635574,14113455,.8949,.8641,.5410
2022-11-25,"Undisclosed_or_missing",1567,0,430,40,0,.0000,.0000,.0000
2022-11-26,"05-11yrs",538047,0,411113,53672,1075423,.5003,.3823,.0499
2022-11-26,"12-17yrs",802834,0,759005,193726,961857,.8347,.7891,.2014
2022-11-26,"18-29yrs",2192104,0,2108062,979733,2454802,.8930,.8588,.3991
2022-11-26,"30-39yrs",1895831,0,1837083,1001067,2077137,.9127,.8844,.4819
2022-11-26,"40-49yrs",1705011,0,1667215,1027403,1855340,.9190,.8986,.5538
2022-11-26,"50-59yrs",1829831,0,1797842,1272096,2019276,.9062,.8903,.6300
2022-11-26,"60-69yrs",1783803,0,1755829,1433662,1813493,.9836,.9682,.7906
2022-11-26,"70-79yrs",1195645,0,1180672,1055164,1181151,.9999,.9996,.8933
2022-11-26,"80+",687153,0,678358,621485,674976,.9999,.9999,.9208
2022-11-26,"Adults_18plus",11289378,0,11025061,7390610,12076175,.9348,.9130,.6120
2022-11-26,"Ontario_12plus",12092212,0,11784066,7584336,13038032,.9275,.9038,.5817
2022-11-26,"Ontario_5plus",12630259,0,12195179,7638008,14113455,.8949,.8641,.5412
2022-11-26,"Undisclosed_or_missing",1567,0,430,40,0,.0000,.0000,.0000
2022-11-27,"05-11yrs",538213,0,411480,54564,1075423,.5005,.3826,.0507
2022-11-27,"12-17yrs",802852,0,759060,194148,961857,.8347,.7892,.2018
2022-11-27,"18-29yrs",2192157,0,2108085,979907,2454802,.8930,.8588,.3992
2022-11-27,"30-39yrs",1895872,0,1837109,1001219,2077137,.9127,.8844,.4820
2022-11-27,"40-49yrs",1705029,0,1667226,1027551,1855340,.9190,.8986,.5538
2022-11-27,"50-59yrs",1829839,0,1797850,1272224,2019276,.9062,.8903,.6300
2022-11-27,"60-69yrs",1783798,0,1755805,1433737,1813493,.9836,.9682,.7906
2022-11-27,"70-79yrs",1195601,0,1180624,1055151,1181151,.9999,.9996,.8933
2022-11-27,"80+",687006,0,678206,621362,674976,.9999,.9999,.9206
2022-11-27,"Adults_18plus",11289302,0,11024905,7391151,12076175,.9348,.9129,.6120
2022-11-27,"Ontario_12plus",12092154,0,11783965,7585299,13038032,.9275,.9038,.5818
2022-11-27,"Ontario_5plus",12630367,0,12195445,7639863,14113455,.8949,.8641,.5413
2022-11-27,"Undisclosed_or_missing",1567,0,430,40,0,.0000,.0000,.0000
2022-11-28,"05-11yrs",538255,0,411604,54847,1075423,.5005,.3827,.0510
2022-11-28,"12-17yrs",802857,0,759073,194302,961857,.8347,.7892,.2020
2022-11-28,"18-29yrs",2192175,0,2108092,979996,2454802,.8930,.8588,.3992
2022-11-28,"30-39yrs",1895898,0,1837121,1001305,2077137,.9127,.8844,.4821
2022-11-28,"40-49yrs",1705038,0,1667230,1027618,1855340,.9190,.8986,.5539
2022-11-28,"50-59yrs",1829833,0,1797842,1272270,2019276,.9062,.8903,.6301
2022-11-28,"60-69yrs",1783786,0,1755781,1433743,1813493,.9836,.9682,.7906
2022-11-28,"70-79yrs",1195547,0,1180570,1055118,1181151,.9999,.9995,.8933
2022-11-28,"80+",686845,0,678045,621215,674976,.9999,.9999,.9204
2022-11-28,"Adults_18plus",11289122,0,11024681,7391265,12076175,.9348,.9129,.6121
2022-11-28,"Ontario_12plus",12091979,0,11783754,7585567,13038032,.9274,.9038,.5818
2022-11-28,"Ontario_5plus",12630234,0,12195358,7640414,14113455,.8949,.8641,.5414
2022-11-28,"Undisclosed_or_missing",1567,0,430,40,0,.0000,.0000,.0000
2022-11-29,"05-11yrs",538300,0,411738,55063,1075423,.5005,.3829,.0512
2022-11-29,"12-17yrs",802871,0,759086,194489,961857,.8347,.7892,.2022
2022-11-29,"18-29yrs",2192250,0,2108128,980234,2454802,.8930,.8588,.3993
2022-11-29,"30-39yrs",1895948,0,1837146,1001465,2077137,.9128,.8845,.4821
2022-11-29,"40-49yrs",1705067,0,1667240,1027731,1855340,.9190,.8986,.5539
2022-11-29,"50-59yrs",1829848,0,1797847,1272390,2019276,.9062,.8903,.6301
2022-11-29,"60-69yrs",1783776,0,1755758,1433838,1813493,.9836,.9682,.7906
2022-11-29,"70-79yrs",1195485,0,1180505,1055123,1181151,.9999,.9995,.8933
2022-11-29,"80+",686709,0,677912,621126,674976,.9999,.9999,.9202
2022-11-29,"Adults_18plus",11289083,0,11024536,7391907,12076175,.9348,.9129,.6121
2022-11-29,"Ontario_12plus",12091954,0,11783622,7586396,13038032,.9274,.9038,.5819
2022-11-29,"Ontario_5plus",12630254,0,12195360,7641459,14113455,.8949,.8641,.5414
2022-11-29,"Undisclosed_or_missing",1567,0,430,40,0,.0000,.0000,.0000
2022-11-30,"05-11yrs",538375,0,411919,55491,1075423,.5006,.3830,.0516
2022-11-30,"12-17yrs",802887,0,759104,194791,961857,.8347,.7892,.2025
2022-11-30,"18-29yrs",2192374,0,2108165,980497,2454802,.8931,.8588,.3994
2022-11-30,"30-39yrs",1896020,0,1837175,1001650,2077137,.9128,.8845,.4822
2022-11-30,"40-49yrs",1705092,0,1667247,1027920,1855340,.9190,.8986,.5540
2022-11-30,"50-59yrs",1829869,0,1797855,1272562,2019276,.9062,.8903,.6302
2022-11-30,"60-69yrs",1783780,0,1755743,1433972,1813493,.9836,.9682,.7907
2022-11-30,"70-79yrs",1195459,0,1180463,1055159,1181151,.9999,.9994,.8933
2022-11-30,"80+",686541,0,677743,621013,674976,.9999,.9999,.9201
2022-11-30,"Adults_18plus",11289135,0,11024391,7392773,12076175,.9348,.9129,.6122
2022-11-30,"Ontario_12plus",12092022,0,11783495,7587564,13038032,.9274,.9038,.5820
