"Date","Agegroup","At least one dose_cumulative","Second_dose_cumulative","fully_vaccinated_cumulative","third_dose_cumulative","Total population","Percent_at_least_one_dose","Percent_fully_vaccinated","Percent_3doses"
2021-08-21,"Adults_18plus",10432100,9528076,0,0,12076175,.8639,.7890,.0000
2021-08-21,"Ontario_12plus",10966595,9960093,0,0,13038032,.8411,.7639,.0000
2021-08-21,"Undisclosed_or_missing",372,164,0,0,0,.0000,.0000,.0000
2021-08-22,"12-17yrs",537356,435159,0,0,961857,.5587,.4524,.0000
2021-08-22,"18-29yrs",1877916,1565354,0,0,2454802,.7650,.6377,.0000
2021-08-22,"30-39yrs",1644934,1442749,0,0,2077137,.7919,.6946,.0000
2021-08-22,"40-49yrs",1542184,1404653,0,0,1855340,.8312,.7571,.0000
2021-08-22,"50-59yrs",1713123,1600256,0,0,2019276,.8484,.7925,.0000
2021-08-22,"60-69yrs",1723446,1646979,0,0,1813493,.9503,.9082,.0000
2021-08-22,"70-79yrs",1191113,1158565,0,0,1181151,.9999,.9809,.0000
2021-08-22,"80+",747070,729457,0,0,674976,.9999,.9999,.0000
2021-08-22,"Adults_18plus",10439786,9548013,0,0,12076175,.8645,.7906,.0000
2021-08-22,"Ontario_12plus",10977142,9983172,0,0,13038032,.8419,.7657,.0000
2021-08-22,"Undisclosed_or_missing",376,165,0,0,0,.0000,.0000,.0000
2021-08-23,"12-17yrs",539398,437676,0,0,961857,.5608,.4550,.0000
2021-08-23,"18-29yrs",1879686,1569660,0,0,2454802,.7657,.6394,.0000
2021-08-23,"30-39yrs",1646126,1445729,0,0,2077137,.7925,.6960,.0000
2021-08-23,"40-49yrs",1543013,1406940,0,0,1855340,.8317,.7583,.0000
2021-08-23,"50-59yrs",1713773,1602171,0,0,2019276,.8487,.7934,.0000
2021-08-23,"60-69yrs",1723771,1648229,0,0,1813493,.9505,.9089,.0000
2021-08-23,"70-79yrs",1191156,1159017,0,0,1181151,.9999,.9813,.0000
2021-08-23,"80+",746985,729532,0,0,674976,.9999,.9999,.0000
2021-08-23,"Adults_18plus",10444510,9561278,0,0,12076175,.8649,.7917,.0000
2021-08-23,"Ontario_12plus",10983908,9998954,0,0,13038032,.8425,.7669,.0000
2021-08-23,"Undisclosed_or_missing",377,165,0,0,0,.0000,.0000,.0000
2021-08-24,"12-17yrs",542815,441137,0,0,961857,.5643,.4586,.0000
2021-08-24,"18-29yrs",1883140,1576367,0,0,2454802,.7671,.6422,.0000
2021-08-24,"30-39yrs",1648493,1450096,0,0,2077137,.7936,.6981,.0000
2021-08-24,"40-49yrs",1544719,1410204,0,0,1855340,.8326,.7601,.0000
2021-08-24,"50-59yrs",1715014,1605018,0,0,2019276,.8493,.7948,.0000
2021-08-24,"60-69yrs",1724512,1650212,0,0,1813493,.9509,.9100,.0000
2021-08-24,"70-79yrs",1191369,1159789,0,0,1181151,.9999,.9819,.0000
2021-08-24,"80+",746951,729711,0,0,674976,.9999,.9999,.0000
2021-08-24,"Adults_18plus",10454198,9581397,0,0,12076175,.8657,.7934,.0000
2021-08-24,"Ontario_12plus",10997013,10022534,0,0,13038032,.8435,.7687,.0000
2021-08-24,"Undisclosed_or_missing",377,166,0,0,0,.0000,.0000,.0000
2021-08-25,"12-17yrs",546068,444995,0,0,961857,.5677,.4626,.0000
2021-08-25,"18-29yrs",1887031,1583454,0,0,2454802,.7687,.6450,.0000
2021-08-25,"30-39yrs",1651164,1454871,0,0,2077137,.7949,.7004,.0000
2021-08-25,"40-49yrs",1546635,1413938,0,0,1855340,.8336,.7621,.0000
2021-08-25,"50-59yrs",1716396,1608264,0,0,2019276,.8500,.7965,.0000
2021-08-25,"60-69yrs",1725269,1652391,0,0,1813493,.9514,.9112,.0000
2021-08-25,"70-79yrs",1191652,1160720,0,0,1181151,.9999,.9827,.0000
2021-08-25,"80+",746940,729963,0,0,674976,.9999,.9999,.0000
2021-08-25,"Adults_18plus",10465087,9603601,0,0,12076175,.8666,.7953,.0000
2021-08-25,"Ontario_12plus",11011155,10048596,0,0,13038032,.8445,.7707,.0000
2021-08-25,"Undisclosed_or_missing",378,166,0,0,0,.0000,.0000,.0000
2021-08-26,"12-17yrs",548971,448505,0,0,961857,.5707,.4663,.0000
2021-08-26,"18-29yrs",1890585,1590070,0,0,2454802,.7702,.6477,.0000
2021-08-26,"30-39yrs",1653757,1459436,0,0,2077137,.7962,.7026,.0000
2021-08-26,"40-49yrs",1548526,1417576,0,0,1855340,.8346,.7641,.0000
2021-08-26,"50-59yrs",1717739,1611382,0,0,2019276,.8507,.7980,.0000
2021-08-26,"60-69yrs",1726031,1654551,0,0,1813493,.9518,.9124,.0000
2021-08-26,"70-79yrs",1191882,1161562,0,0,1181151,.9999,.9834,.0000
2021-08-26,"80+",746936,730226,0,0,674976,.9999,.9999,.0000
2021-08-26,"Adults_18plus",10475456,9624803,0,0,12076175,.8674,.7970,.0000
2021-08-26,"Ontario_12plus",11024427,10073308,0,0,13038032,.8456,.7726,.0000
2021-08-26,"Undisclosed_or_missing",378,168,0,0,0,.0000,.0000,.0000
2021-08-27,"12-17yrs",551481,451805,0,0,961857,.5734,.4697,.0000
2021-08-27,"18-29yrs",1894187,1596321,0,0,2454802,.7716,.6503,.0000
2021-08-27,"30-39yrs",1656255,1463932,0,0,2077137,.7974,.7048,.0000
2021-08-27,"40-49yrs",1550291,1420969,0,0,1855340,.8356,.7659,.0000
2021-08-27,"50-59yrs",1719029,1614288,0,0,2019276,.8513,.7994,.0000
2021-08-27,"60-69yrs",1726811,1656579,0,0,1813493,.9522,.9135,.0000
2021-08-27,"70-79yrs",1192116,1162378,0,0,1181151,.9999,.9841,.0000
2021-08-27,"80+",746932,730495,0,0,674976,.9999,.9999,.0000
2021-08-27,"Adults_18plus",10485621,9644962,0,0,12076175,.8683,.7987,.0000
2021-08-27,"Ontario_12plus",11037102,10096767,0,0,13038032,.8465,.7744,.0000
2021-08-27,"Undisclosed_or_missing",379,169,0,0,0,.0000,.0000,.0000
2021-08-28,"12-17yrs",553892,455163,0,0,961857,.5759,.4732,.0000
2021-08-28,"18-29yrs",1897818,1602808,0,0,2454802,.7731,.6529,.0000
2021-08-28,"30-39yrs",1658972,1469106,0,0,2077137,.7987,.7073,.0000
2021-08-28,"40-49yrs",1552197,1424814,0,0,1855340,.8366,.7680,.0000
2021-08-28,"50-59yrs",1720463,1617438,0,0,2019276,.8520,.8010,.0000
2021-08-28,"60-69yrs",1727589,1658727,0,0,1813493,.9526,.9147,.0000
2021-08-28,"70-79yrs",1192377,1163239,0,0,1181151,.9999,.9848,.0000
2021-08-28,"80+",746917,730717,0,0,674976,.9999,.9999,.0000
2021-08-28,"Adults_18plus",10496333,9666849,0,0,12076175,.8692,.8005,.0000
2021-08-28,"Ontario_12plus",11050225,10122012,0,0,13038032,.8475,.7763,.0000
2021-08-28,"Undisclosed_or_missing",385,171,0,0,0,.0000,.0000,.0000
2021-08-29,"12-17yrs",555844,457810,0,0,961857,.5779,.4760,.0000
2021-08-29,"18-29yrs",1900692,1608291,0,0,2454802,.7743,.6552,.0000
2021-08-29,"30-39yrs",1661019,1473257,0,0,2077137,.7997,.7093,.0000
2021-08-29,"40-49yrs",1553618,1427755,0,0,1855340,.8374,.7695,.0000
2021-08-29,"50-59yrs",1721521,1619924,0,0,2019276,.8525,.8022,.0000
2021-08-29,"60-69yrs",1728149,1660169,0,0,1813493,.9529,.9155,.0000
2021-08-29,"70-79yrs",1192518,1163727,0,0,1181151,.9999,.9852,.0000
2021-08-29,"80+",746852,730796,0,0,674976,.9999,.9999,.0000
2021-08-29,"Adults_18plus",10504369,9683919,0,0,12076175,.8698,.8019,.0000
2021-08-29,"Ontario_12plus",11060213,10141729,0,0,13038032,.8483,.7779,.0000
2021-08-29,"Undisclosed_or_missing",399,173,0,0,0,.0000,.0000,.0000
2021-08-30,"12-17yrs",557204,459718,0,0,961857,.5793,.4779,.0000
2021-08-30,"18-29yrs",1902439,1611687,0,0,2454802,.7750,.6565,.0000
2021-08-30,"30-39yrs",1662210,1475570,0,0,2077137,.8002,.7104,.0000
2021-08-30,"40-49yrs",1554418,1429497,0,0,1855340,.8378,.7705,.0000
2021-08-30,"50-59yrs",1722107,1621237,0,0,2019276,.8528,.8029,.0000
2021-08-30,"60-69yrs",1728418,1660941,0,0,1813493,.9531,.9159,.0000
2021-08-30,"70-79yrs",1192560,1163936,0,0,1181151,.9999,.9854,.0000
2021-08-30,"80+",746745,730764,0,0,674976,.9999,.9999,.0000
2021-08-30,"Adults_18plus",10508897,9693632,0,0,12076175,.8702,.8027,.0000
2021-08-30,"Ontario_12plus",11066101,10153350,0,0,13038032,.8488,.7787,.0000
2021-08-30,"Undisclosed_or_missing",399,173,0,0,0,.0000,.0000,.0000
2021-08-31,"12-17yrs",559502,462742,0,0,961857,.5817,.4811,.0000
2021-08-31,"18-29yrs",1906024,1617162,0,0,2454802,.7764,.6588,.0000
2021-08-31,"30-39yrs",1664453,1479193,0,0,2077137,.8013,.7121,.0000
2021-08-31,"40-49yrs",1555999,1432207,0,0,1855340,.8387,.7719,.0000
2021-08-31,"50-59yrs",1723271,1623536,0,0,2019276,.8534,.8040,.0000
2021-08-31,"60-69yrs",1729041,1662484,0,0,1813493,.9534,.9167,.0000
2021-08-31,"70-79yrs",1192761,1164539,0,0,1181151,.9999,.9859,.0000
2021-08-31,"80+",746710,730857,0,0,674976,.9999,.9999,.0000
2021-08-31,"Adults_18plus",10518259,9709978,0,0,12076175,.8710,.8041,.0000
2021-08-31,"Ontario_12plus",11077761,10172720,0,0,13038032,.8496,.7802,.0000
2021-08-31,"Undisclosed_or_missing",401,174,0,0,0,.0000,.0000,.0000
2021-09-01,"12-17yrs",562014,466212,0,0,961857,.5843,.4847,.0000
2021-09-01,"18-29yrs",1909785,1623354,0,0,2454802,.7780,.6613,.0000
2021-09-01,"30-39yrs",1666973,1483197,0,0,2077137,.8025,.7141,.0000
2021-09-01,"40-49yrs",1557671,1435210,0,0,1855340,.8396,.7736,.0000
2021-09-01,"50-59yrs",1724499,1626026,0,0,2019276,.8540,.8053,.0000
2021-09-01,"60-69yrs",1729757,1664143,0,0,1813493,.9538,.9176,.0000
2021-09-01,"70-79yrs",1193023,1165214,0,0,1181151,.9999,.9865,.0000
2021-09-01,"80+",746737,731083,0,0,674976,.9999,.9999,.0000
2021-09-01,"Adults_18plus",10528445,9728227,0,0,12076175,.8718,.8056,.0000
2021-09-01,"Ontario_12plus",11090459,10194439,0,0,13038032,.8506,.7819,.0000
2021-09-01,"Undisclosed_or_missing",403,174,0,0,0,.0000,.0000,.0000
2021-09-02,"12-17yrs",564355,469175,0,0,961857,.5867,.4878,.0000
2021-09-02,"18-29yrs",1914707,1629125,0,0,2454802,.7800,.6636,.0000
2021-09-02,"30-39yrs",1670396,1486965,0,0,2077137,.8042,.7159,.0000
2021-09-02,"40-49yrs",1559805,1437882,0,0,1855340,.8407,.7750,.0000
2021-09-02,"50-59yrs",1725982,1628141,0,0,2019276,.8548,.8063,.0000
2021-09-02,"60-69yrs",1730578,1665584,0,0,1813493,.9543,.9184,.0000
2021-09-02,"70-79yrs",1193292,1165754,0,0,1181151,.9999,.9870,.0000
2021-09-02,"80+",746723,731235,0,0,674976,.9999,.9999,.0000
2021-09-02,"Adults_18plus",10541483,9744686,0,0,12076175,.8729,.8069,.0000
2021-09-02,"Ontario_12plus",11105838,10213861,0,0,13038032,.8518,.7834,.0000
2021-09-02,"Undisclosed_or_missing",403,175,0,0,0,.0000,.0000,.0000
2021-09-03,"12-17yrs",567447,472374,0,0,961857,.5899,.4911,.0000
2021-09-03,"18-29yrs",1921134,1635731,0,0,2454802,.7826,.6663,.0000
2021-09-03,"30-39yrs",1675146,1491351,0,0,2077137,.8065,.7180,.0000
2021-09-03,"40-49yrs",1562785,1441028,0,0,1855340,.8423,.7767,.0000
2021-09-03,"50-59yrs",1728111,1630637,0,0,2019276,.8558,.8075,.0000
2021-09-03,"60-69yrs",1731653,1667100,0,0,1813493,.9549,.9193,.0000
2021-09-03,"70-79yrs",1193636,1166404,0,0,1181151,.9999,.9875,.0000
2021-09-03,"80+",746741,731429,0,0,674976,.9999,.9999,.0000
2021-09-03,"Adults_18plus",10559206,9763680,0,0,12076175,.8744,.8085,.0000
2021-09-03,"Ontario_12plus",11126653,10236054,0,0,13038032,.8534,.7851,.0000
2021-09-03,"Undisclosed_or_missing",406,176,0,0,0,.0000,.0000,.0000
2021-09-04,"12-17yrs",570505,475753,0,0,961857,.5931,.4946,.0000
2021-09-04,"18-29yrs",1927351,1642886,0,0,2454802,.7851,.6693,.0000
2021-09-04,"30-39yrs",1679713,1496478,0,0,2077137,.8087,.7205,.0000
2021-09-04,"40-49yrs",1565682,1444529,0,0,1855340,.8439,.7786,.0000
2021-09-04,"50-59yrs",1730259,1633523,0,0,2019276,.8569,.8090,.0000
2021-09-04,"60-69yrs",1732711,1668800,0,0,1813493,.9555,.9202,.0000
2021-09-04,"70-79yrs",1193977,1167055,0,0,1181151,.9999,.9881,.0000
2021-09-04,"80+",746783,731565,0,0,674976,.9999,.9999,.0000
2021-09-04,"Adults_18plus",10576476,9784836,0,0,12076175,.8758,.8103,.0000
2021-09-04,"Ontario_12plus",11146981,10260589,0,0,13038032,.8550,.7870,.0000
2021-09-04,"Undisclosed_or_missing",411,178,0,0,0,.0000,.0000,.0000
2021-09-05,"12-17yrs",572617,477859,0,0,961857,.5953,.4968,.0000
2021-09-05,"18-29yrs",1931898,1649042,0,0,2454802,.7870,.6718,.0000
2021-09-05,"30-39yrs",1682819,1500472,0,0,2077137,.8102,.7224,.0000
2021-09-05,"40-49yrs",1567698,1447132,0,0,1855340,.8450,.7800,.0000
2021-09-05,"50-59yrs",1731634,1635462,0,0,2019276,.8576,.8099,.0000
2021-09-05,"60-69yrs",1733365,1669951,0,0,1813493,.9558,.9208,.0000
2021-09-05,"70-79yrs",1194161,1167429,0,0,1181151,.9999,.9884,.0000
2021-09-05,"80+",746743,731583,0,0,674976,.9999,.9999,.0000
2021-09-05,"Adults_18plus",10588318,9801071,0,0,12076175,.8768,.8116,.0000
2021-09-05,"Ontario_12plus",11160935,10278930,0,0,13038032,.8560,.7884,.0000
2021-09-05,"Undisclosed_or_missing",411,178,0,0,0,.0000,.0000,.0000
2021-09-06,"12-17yrs",574104,479343,0,0,961857,.5969,.4984,.0000
2021-09-06,"18-29yrs",1935156,1653240,0,0,2454802,.7883,.6735,.0000
2021-09-06,"30-39yrs",1684793,1502998,0,0,2077137,.8111,.7236,.0000
2021-09-06,"40-49yrs",1569012,1448803,0,0,1855340,.8457,.7809,.0000
2021-09-06,"50-59yrs",1732474,1636665,0,0,2019276,.8580,.8105,.0000
2021-09-06,"60-69yrs",1733750,1670562,0,0,1813493,.9560,.9212,.0000
2021-09-06,"70-79yrs",1194226,1167594,0,0,1181151,.9999,.9885,.0000
2021-09-06,"80+",746647,731518,0,0,674976,.9999,.9999,.0000
2021-09-06,"Adults_18plus",10596058,9811380,0,0,12076175,.8774,.8125,.0000
2021-09-06,"Ontario_12plus",11170162,10290723,0,0,13038032,.8567,.7893,.0000
2021-09-06,"Undisclosed_or_missing",413,178,0,0,0,.0000,.0000,.0000
2021-09-07,"12-17yrs",575114,480348,0,0,961857,.5979,.4994,.0000
2021-09-07,"18-29yrs",1937627,1656234,0,0,2454802,.7893,.6747,.0000
2021-09-07,"30-39yrs",1686202,1504564,0,0,2077137,.8118,.7243,.0000
2021-09-07,"40-49yrs",1569889,1449867,0,0,1855340,.8461,.7815,.0000
2021-09-07,"50-59yrs",1733003,1637446,0,0,2019276,.8582,.8109,.0000
2021-09-07,"60-69yrs",1733980,1670986,0,0,1813493,.9562,.9214,.0000
